,0,1,2,3,4,5
174,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,70000.0,SAGINAW MI,12/11/2015,01/11/2016
175,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,71000.0,WILTON CT,04/07/2015,04/07/2015
176,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,71000.0,WILTON CT,04/15/2015,10/01/2015
177,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,73500.0,JERSEY CITY NJ,04/08/2015,04/20/2015
178,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,74402.0,BOSTON MA,08/11/2015,08/11/2015
179,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,75000.0,BOSTON MA,03/20/2015,03/26/2015
180,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,75000.0,RICHFIELD MN,08/04/2015,08/15/2015
181,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,77210.0,BEDMINSTER NJ,01/29/2015,02/02/2015
182,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,80000.0,MINNETONKA MN,10/14/2015,11/09/2015
183,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,88691.0,BOSTON MA,01/13/2015,01/13/2015
184,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEERS,61500.0,MONMOUTH JCT NJ,03/16/2015,09/15/2015
185,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEERS,88483.0,PAULSBORO NJ,06/26/2015,07/06/2015
186,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER,85000.0,MOUNTLAKE TERRACE WA,07/23/2015,07/23/2015
187,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ADMINISTRATOR,68078.0,LOS ANGELES CA,08/11/2015,08/11/2015
188,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ADMINISTRATOR,79100.0,MIDDLETOWN NJ,12/08/2015,04/01/2016
189,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ADMINISTRATOR,81474.0,LOS ANGELES CA,01/28/2015,02/02/2015
190,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ANALYST,65083.0,MONMOUTH JCT NJ,03/17/2015,09/15/2015
191,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,WEBSPHERE ADMINISTRATOR,75000.0,RICHFIELD MN,06/02/2015,09/28/2015
0,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,APPLICATION PROGRAMMER ANALYST,80000.0,WARREN NJ,06/23/2016,12/01/2016
1,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,56763.0,COLUMBIA SC,03/21/2016,09/10/2016
2,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,56763.0,COLUMBIA SC,03/21/2016,09/10/2016
3,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,90000.0,WASHINGTON DC DC,11/22/2016,01/27/2017
4,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,94557.0,WASHINGTON DC DC,11/16/2016,01/17/2017
5,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS INTELLIGENCE DEVELOPER SOFTWARE DEVELOPER APPLICAT,102149.0,SANTA CLARA CA,11/08/2016,12/02/2016
6,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS SYSTEMS ANALYST,70000.0,WINDSOR MILL MD,06/23/2016,09/17/2016
7,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER,60000.0,MOUNT LAUREL NJ,11/04/2016,11/14/2016
8,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER,60000.0,WARREN NJ,01/14/2016,01/14/2016
9,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER,71000.0,DURHAM NC,01/20/2016,07/21/2016
10,"

",,,,,
11,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER,88026.0,REDWOOD CITY CA,07/13/2016,09/16/2016
12,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,52832.0,SAN JOSE CA,03/19/2016,09/10/2016
13,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,54850.0,CITY OF INDUSTRY CA,05/12/2016,05/13/2016
14,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,56534.0,SAN ANTONIO TX,05/12/2016,05/13/2016
15,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58053.0,COLUMBIA SC,02/08/2016,02/08/2016
16,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58053.0,COLUMBIA SC,03/15/2016,09/10/2016
17,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58053.0,COLUMBIA SC,03/15/2016,09/10/2016
18,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58053.0,COLUMBIA SC,03/16/2016,09/10/2016
19,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58053.0,COLUMBIA SC,03/17/2016,09/10/2016
20,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58053.0,COLUMBIA SC,03/17/2016,09/10/2016
21,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,58157.0,COLUMBIA SC,03/17/2016,09/10/2016
22,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,60549.0,HERNDAN VA,03/16/2016,09/10/2016
23,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,60549.0,HERNDAN VA,03/16/2016,09/10/2016
24,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,60549.0,WASHINGTON DC,05/12/2016,05/13/2016
25,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,60549.0,WASHINGTON DC,08/01/2016,08/08/2016
26,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,60570.0,SCHAUMBURG IL,05/31/2016,06/06/2016
27,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,65125.0,COLLIERVILLE TN,05/12/2016,05/13/2016
28,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,67142.0,MADISON WI,07/18/2016,07/25/2016
29,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,68099.0,SENECA SC,05/24/2016,05/25/2016
30,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,68099.0,SENECA SC,05/31/2016,05/31/2016
31,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,69909.0,CINCINNATI OH,05/31/2016,06/06/2016
32,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,70304.0,TREVOSE PA,06/17/2016,06/17/2016
33,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,74547.0,PLEASANTON CA,08/17/2016,09/05/2016
34,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,76502.0,CHICAGO IL,03/02/2016,03/02/2016
35,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,81474.0,GREENVILLE SC,08/01/2016,08/22/2016
36,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,82202.0,BELLEVUE WA,05/12/2016,05/13/2016
37,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,82202.0,BOTHELL WA,05/12/2016,05/13/2016
38,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,84822.0,BRENHAM TX,09/06/2016,09/07/2016
39,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,56888.0,PALM BAY FL,12/05/2016,12/05/2016
40,"




",,,,,
41,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,67080.0,SAN JOSE CA,10/20/2016,10/20/2016
42,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,67080.0,ST. LOUIS MO,07/18/2016,07/18/2016
43,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,67080.0,ST. LOUIS SC,07/18/2016,07/18/2016
44,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,74443.0,SAN JOSE CA,10/20/2016,10/20/2016
45,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,ETL DEVELOPER,63900.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
46,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,80000.0,NEW YORK NY,09/29/2016,10/07/2016
47,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
48,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
49,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
50,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
51,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
52,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,64000.0,PLANO TX,01/06/2016,05/09/2016
53,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,70000.0,BASKING RIDGE NJ,06/13/2016,10/28/2016
54,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,78000.0,TRENTON NJ,07/08/2016,09/16/2016
55,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,78000.0,TRENTON NJ,07/11/2016,09/16/2016
56,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,82202.0,BELLEVUE WA,02/15/2016,02/15/2016
57,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROJECT MANAGER FUNCTIONAL,58000.0,CHICAGO IL,09/09/2016,09/16/2016
58,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE DEVELOPER,68550.0,CHICAGO IL,03/29/2016,09/27/2016
59,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,63900.0,BRIDGEWATER NJ,03/24/2016,09/21/2016
60,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,63900.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
61,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,63900.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
62,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,63900.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
63,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,63900.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
64,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,63900.0,MONMOUTH JCT NJ,03/18/2016,09/14/2016
65,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,64000.0,MIDDLETOWN NJ,06/14/2016,09/16/2016
66,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,70000.0,BETHLEHEM PA,07/11/2016,07/11/2016
67,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,70491.0,ENGLEWOOD CO,05/25/2016,06/02/2016
68,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,75000.0,RICHFIELD MN,06/13/2016,07/10/2016
69,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,80226.0,BETHLEHEM PA,07/12/2016,07/12/2016
70,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,83741.0,BEDMINSTER NJ,09/14/2016,12/28/2016
71,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,83741.0,BEDMINSTER NJ,01/06/2016,04/08/2016
72,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SOFTWARE ENGINEER,83741.0,BEDMINSTER NJ,01/07/2016,04/08/2016
73,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ANALYST,45406.0,COLUMBIA SC,11/29/2016,11/29/2016
74,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ANALYST,45406.0,COLUMBIA SC,11/29/2016,11/29/2016
75,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ANALYST,50500.0,COLUMBIA SC,12/01/2016,12/01/2016
76,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SYSTEMS ANALYST,50500.0,COLUMBIA SC,12/01/2016,12/01/2016
0,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
1,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/24/2017,09/19/2017
2,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/24/2017,09/19/2017
3,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/24/2017,09/19/2017
4,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/24/2017,09/19/2017
5,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/28/2017,09/14/2017
6,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,COLUMBIA SC,03/28/2017,09/14/2017
7,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,60000.0,LYNDHURST NJ,04/07/2017,04/17/2017
8,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,64813.0,LYNDHURST NJ,02/06/2017,02/06/2017
9,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,BUSINESS ANALYST,90000.0,ROCKVILLE MD,05/30/2017,06/12/2017
10,"

",,,,,
11,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER PROGRAMMER ANALYST,61318.0,ARLINGTON HEIGHTS IL,02/15/2017,02/15/2017
12,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,76000.0,PORTLAND OR,02/27/2017,03/06/2017
13,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,COMPUTER SYSTEMS ANALYST,81100.0,HOUSTON TX,10/06/2017,10/16/2017
14,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,DATABASE ADMINISTRATOR,110000.0,MIDDLETOWN NJ,10/10/2017,01/28/2018
15,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,JAVA PROGRAMMER,92102.0,WEST TRENTON NJ,01/26/2017,05/14/2017
16,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,JAVA PROGRAMMER,92102.0,WEST TRENTON NJ,08/01/2017,10/01/2017
17,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,62000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
18,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,62000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
19,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,62000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
20,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,62000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
21,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,62900.0,QUINCY MA,05/12/2017,10/01/2017
22,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,63000.0,COLUMBIA SC,03/23/2017,09/19/2017
23,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,70500.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
24,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,NETWORK ENGINEER,80000.0,NEW YORK NY,06/26/2017,11/01/2017
25,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,54558.0,IRVING OR,02/06/2017,02/06/2017
26,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
27,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
28,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
29,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
30,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
31,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
32,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
33,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
34,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
35,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
36,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
37,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
38,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
39,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
40,"




",,,,,
41,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
42,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
43,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
44,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/17/2017,09/14/2017
45,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
46,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
47,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
48,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
49,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
50,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
51,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
52,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
53,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
54,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
55,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MONMOUTH JUNCTION NJ,03/22/2017,09/18/2017
56,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
57,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
58,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
59,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
60,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
61,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
62,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
63,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,HIGH POINT NC,03/23/2017,08/20/2017
64,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
65,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
66,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
67,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,03/30/2017
68,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,03/30/2017
69,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
70,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,MINNETONKA MN,03/23/2017,08/20/2017
71,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
72,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
73,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,03/23/2017,09/19/2017
74,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,FORT MYERS FL,04/27/2017,05/01/2017
75,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,11/30/2017,12/08/2017
76,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,EDMOND OK,03/10/2017,03/20/2017
77,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,IRVING OR,02/08/2017,02/08/2017
78,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,60000.0,COLUMBIA SC,09/27/2017,10/04/2017
79,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,61000.0,EDMOND OK,02/08/2017,02/20/2017
80,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,63000.0,LOUISVILLE KY,09/25/2017,10/02/2017
81,"




",,,,,
82,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,69000.0,DANBURY CT,04/27/2017,05/01/2017
83,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,70000.0,SPARTANBURG SC,08/07/2017,08/11/2017
84,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,74100.0,UNION NJ,06/19/2017,09/02/2017
85,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,74500.0,ARLINGTON HEIGHTS IL,06/21/2017,07/05/2017
86,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,76000.0,AMELIA OH,08/23/2017,09/05/2017
87,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,76500.0,CITY OF INDUSTRY CA,05/17/2017,05/25/2017
88,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,78000.0,CHARLOTTE NC,07/07/2017,07/17/2017
89,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,78000.0,BALTIMORE MD,07/20/2017,07/26/2017
90,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,79000.0,IRVING TX,05/25/2017,06/01/2017
91,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,PROGRAMMER ANALYST,82500.0,ROSELAND NJ,11/06/2017,11/15/2017
